"행정구역별(시군구)","항목","단위","2016 년",
"전국","총인구","","51269554",
"전국","남자","","25696987",
"전국","여자","","25572567",
"전국","내국인-계","","49855796",
"전국","내국인-남자","","24881520",
"전국","내국인-여자","","24974276",
"전국","외국인-계","","1413758",
"전국","외국인-남자","","815467",
"전국","외국인-여자","","598291",
"전국","가구-계","","19837665",
"전국","일반가구","","19367696",
"전국","집단가구","","12968",
"전국","외국인가구","","457001",
"전국","주택-계","","16692230",
"전국","단독주택","","3967776",
"전국","아파트","","10029644",
"전국","연립주택","","492469",
"전국","다세대주택","","2000783",
"전국","비거주용 건물내 주택","","201558",
"전국","주택이외의 거처","","691672",
"읍부","총인구","","4707855",
"읍부","남자","","2410964",
"읍부","여자","","2296891",
"읍부","내국인-계","","4548051",
"읍부","내국인-남자","","2305977",
"읍부","내국인-여자","","2242074",
"읍부","외국인-계","","159804",
"읍부","외국인-남자","","104987",
"읍부","외국인-여자","","54817",
"읍부","가구-계","","1792689",
"읍부","일반가구","","1746762",
"읍부","집단가구","","1846",
"읍부","외국인가구","","44081",
"읍부","주택-계","","1673803",
"읍부","단독주택","","551606",
"읍부","아파트","","903764",
"읍부","연립주택","","68597",
"읍부","다세대주택","","123194",
"읍부","비거주용 건물내 주택","","26642",
"읍부","주택이외의 거처","","58323",
"면부","총인구","","4793569",
"면부","남자","","2472341",
"면부","여자","","2321228",
"면부","내국인-계","","4556905",
"면부","내국인-남자","","2301931",
"면부","내국인-여자","","2254974",
"면부","외국인-계","","236664",
"면부","외국인-남자","","170410",
"면부","외국인-여자","","66254",
"면부","가구-계","","2016031",
"면부","일반가구","","1958876",
"면부","집단가구","","3298",
"면부","외국인가구","","53857",
"면부","주택-계","","2012868",
"면부","단독주택","","1525378",
"면부","아파트","","359250",
"면부","연립주택","","32994",
"면부","다세대주택","","65807",
"면부","비거주용 건물내 주택","","29439",
"면부","주택이외의 거처","","91210",
"동부","총인구","","41768130",
"동부","남자","","20813682",
"동부","여자","","20954448",
"동부","내국인-계","","40750840",
"동부","내국인-남자","","20273612",
"동부","내국인-여자","","20477228",
"동부","외국인-계","","1017290",
"동부","외국인-남자","","540070",
"동부","외국인-여자","","477220",
"동부","가구-계","","16028945",
"동부","일반가구","","15662058",
"동부","집단가구","","7824",
"동부","외국인가구","","359063",
"동부","주택-계","","13005559",
"동부","단독주택","","1890792",
"동부","아파트","","8766630",
"동부","연립주택","","390878",
"동부","다세대주택","","1811782",
"동부","비거주용 건물내 주택","","145477",
"동부","주택이외의 거처","","542139",
"서울특별시","총인구","","9805506",
"서울특별시","남자","","4799115",
"서울특별시","여자","","5006391",
"서울특별시","내국인-계","","9470339",
"서울특별시","내국인-남자","","4636374",
"서울특별시","내국인-여자","","4833965",
"서울특별시","외국인-계","","335167",
"서울특별시","외국인-남자","","162741",
"서울특별시","외국인-여자","","172426",
"서울특별시","가구-계","","3915023",
"서울특별시","일반가구","","3784705",
"서울특별시","집단가구","","1817",
"서울특별시","외국인가구","","128501",
"서울특별시","주택-계","","2830857",
"서울특별시","단독주택","","345269",
"서울특별시","아파트","","1641383",
"서울특별시","연립주택","","116106",
"서울특별시","다세대주택","","699446",
"서울특별시","비거주용 건물내 주택","","28653",
"서울특별시","주택이외의 거처","","166859",
"종로구","총인구","","154398",
"종로구","남자","","75620",
"종로구","여자","","78778",
"종로구","내국인-계","","144049",
"종로구","내국인-남자","","70844",
"종로구","내국인-여자","","73205",
"종로구","외국인-계","","10349",
"종로구","외국인-남자","","4776",
"종로구","외국인-여자","","5573",
"종로구","가구-계","","65022",
"종로구","일반가구","","60786",
"종로구","집단가구","","110",
"종로구","외국인가구","","4126",
"종로구","주택-계","","43554",
"종로구","단독주택","","12991",
"종로구","아파트","","12462",
"종로구","연립주택","","5410",
"종로구","다세대주택","","11872",
"종로구","비거주용 건물내 주택","","819",
"종로구","주택이외의 거처","","4488",
"중구","총인구","","128160",
"중구","남자","","62514",
"중구","여자","","65646",
"중구","내국인-계","","117960",
"중구","내국인-남자","","57677",
"중구","내국인-여자","","60283",
"중구","외국인-계","","10200",
"중구","외국인-남자","","4837",
"중구","외국인-여자","","5363",
"중구","가구-계","","55554",
"중구","일반가구","","51503",
"중구","집단가구","","78",
"중구","외국인가구","","3973",
"중구","주택-계","","38311",
"중구","단독주택","","6364",
"중구","아파트","","22923",
"중구","연립주택","","1955",
"중구","다세대주택","","6333",
"중구","비거주용 건물내 주택","","736",
"중구","주택이외의 거처","","4220",
"용산구","총인구","","224993",
"용산구","남자","","108520",
"용산구","여자","","116473",
"용산구","내국인-계","","209710",
"용산구","내국인-남자","","100642",
"용산구","내국인-여자","","109068",
"용산구","외국인-계","","15283",
"용산구","외국인-남자","","7878",
"용산구","외국인-여자","","7405",
"용산구","가구-계","","96097",
"용산구","일반가구","","90164",
"용산구","집단가구","","65",
"용산구","외국인가구","","5868",
"용산구","주택-계","","70868",
"용산구","단독주택","","15302",
"용산구","아파트","","35310",
"용산구","연립주택","","3974",
"용산구","다세대주택","","15653",
"용산구","비거주용 건물내 주택","","629",
"용산구","주택이외의 거처","","4321",
"성동구","총인구","","294744",
"성동구","남자","","145935",
"성동구","여자","","148809",
"성동구","내국인-계","","284735",
"성동구","내국인-남자","","141022",
"성동구","내국인-여자","","143713",
"성동구","외국인-계","","10009",
"성동구","외국인-남자","","4913",
"성동구","외국인-여자","","5096",
"성동구","가구-계","","120625",
"성동구","일반가구","","116401",
"성동구","집단가구","","55",
"성동구","외국인가구","","4169",
"성동구","주택-계","","80977",
"성동구","단독주택","","11155",
"성동구","아파트","","57548",
"성동구","연립주택","","2063",
"성동구","다세대주택","","9172",
"성동구","비거주용 건물내 주택","","1039",
"성동구","주택이외의 거처","","5118",
"광진구","총인구","","363979",
"광진구","남자","","177858",
"광진구","여자","","186121",
"광진구","내국인-계","","346476",
"광진구","내국인-남자","","169766",
"광진구","내국인-여자","","176710",
"광진구","외국인-계","","17503",
"광진구","외국인-남자","","8092",
"광진구","외국인-여자","","9411",
"광진구","가구-계","","153844",
"광진구","일반가구","","146196",
"광진구","집단가구","","77",
"광진구","외국인가구","","7571",
"광진구","주택-계","","82691",
"광진구","단독주택","","16566",
"광진구","아파트","","30401",
"광진구","연립주택","","4293",
"광진구","다세대주택","","30003",
"광진구","비거주용 건물내 주택","","1428",
"광진구","주택이외의 거처","","4933",
"동대문구","총인구","","359935",
"동대문구","남자","","178285",
"동대문구","여자","","181650",
"동대문구","내국인-계","","343744",
"동대문구","내국인-남자","","171397",
"동대문구","내국인-여자","","172347",
"동대문구","외국인-계","","16191",
"동대문구","외국인-남자","","6888",
"동대문구","외국인-여자","","9303",
"동대문구","가구-계","","152538",
"동대문구","일반가구","","145179",
"동대문구","집단가구","","103",
"동대문구","외국인가구","","7256",
"동대문구","주택-계","","96464",
"동대문구","단독주택","","20325",
"동대문구","아파트","","57350",
"동대문구","연립주택","","3411",
"동대문구","다세대주택","","13770",
"동대문구","비거주용 건물내 주택","","1608",
"동대문구","주택이외의 거처","","7575",
"중랑구","총인구","","399317",
"중랑구","남자","","197875",
"중랑구","여자","","201442",
"중랑구","내국인-계","","393547",
"중랑구","내국인-남자","","195451",
"중랑구","내국인-여자","","198096",
"중랑구","외국인-계","","5770",
"중랑구","외국인-남자","","2424",
"중랑구","외국인-여자","","3346",
"중랑구","가구-계","","159920",
"중랑구","일반가구","","157571",
"중랑구","집단가구","","43",
"중랑구","외국인가구","","2306",
"중랑구","주택-계","","102387",
"중랑구","단독주택","","20430",
"중랑구","아파트","","50343",
"중랑구","연립주택","","4850",
"중랑구","다세대주택","","25272",
"중랑구","비거주용 건물내 주택","","1492",
"중랑구","주택이외의 거처","","2888",
"성북구","총인구","","451800",
"성북구","남자","","218606",
"성북구","여자","","233194",
"성북구","내국인-계","","439623",
"성북구","내국인-남자","","213250",
"성북구","내국인-여자","","226373",
"성북구","외국인-계","","12177",
"성북구","외국인-남자","","5356",
"성북구","외국인-여자","","6821",
"성북구","가구-계","","179278",
"성북구","일반가구","","174370",
"성북구","집단가구","","153",
"성북구","외국인가구","","4755",
"성북구","주택-계","","128502",
"성북구","단독주택","","25928",
"성북구","아파트","","69981",
"성북구","연립주택","","6376",
"성북구","다세대주택","","24748",
"성북구","비거주용 건물내 주택","","1469",
"성북구","주택이외의 거처","","3159",
"강북구","총인구","","316212",
"강북구","남자","","154407",
"강북구","여자","","161805",
"강북구","내국인-계","","311917",
"강북구","내국인-남자","","152689",
"강북구","내국인-여자","","159228",
"강북구","외국인-계","","4295",
"강북구","외국인-남자","","1718",
"강북구","외국인-여자","","2577",
"강북구","가구-계","","127371",
"강북구","일반가구","","125580",
"강북구","집단가구","","59",
"강북구","외국인가구","","1732",
"강북구","주택-계","","93623",
"강북구","단독주택","","18870",
"강북구","아파트","","32652",
"강북구","연립주택","","4915",
"강북구","다세대주택","","36136",
"강북구","비거주용 건물내 주택","","1050",
"강북구","주택이외의 거처","","2052",
"도봉구","총인구","","336745",
"도봉구","남자","","164407",
"도봉구","여자","","172338",
"도봉구","내국인-계","","334165",
"도봉구","내국인-남자","","163364",
"도봉구","내국인-여자","","170801",
"도봉구","외국인-계","","2580",
"도봉구","외국인-남자","","1043",
"도봉구","외국인-여자","","1537",
"도봉구","가구-계","","126297",
"도봉구","일반가구","","125384",
"도봉구","집단가구","","37",
"도봉구","외국인가구","","876",
"도봉구","주택-계","","104170",
"도봉구","단독주택","","9237",
"도봉구","아파트","","64269",
"도봉구","연립주택","","4354",
"도봉구","다세대주택","","25607",
"도봉구","비거주용 건물내 주택","","703",
"도봉구","주택이외의 거처","","2774",
"노원구","총인구","","555420",
"노원구","남자","","270058",
"노원구","여자","","285362",
"노원구","내국인-계","","550729",
"노원구","내국인-남자","","267903",
"노원구","내국인-여자","","282826",
"노원구","외국인-계","","4691",
"노원구","외국인-남자","","2155",
"노원구","외국인-여자","","2536",
"노원구","가구-계","","205793",
"노원구","일반가구","","204606",
"노원구","집단가구","","87",
"노원구","외국인가구","","1100",
"노원구","주택-계","","189013",
"노원구","단독주택","","7990",
"노원구","아파트","","162895",
"노원구","연립주택","","3541",
"노원구","다세대주택","","13887",
"노원구","비거주용 건물내 주택","","700",
"노원구","주택이외의 거처","","3100",
"은평구","총인구","","472242",
"은평구","남자","","229215",
"은평구","여자","","243027",
"은평구","내국인-계","","466813",
"은평구","내국인-남자","","226844",
"은평구","내국인-여자","","239969",
"은평구","외국인-계","","5429",
"은평구","외국인-남자","","2371",
"은평구","외국인-여자","","3058",
"은평구","가구-계","","180698",
"은평구","일반가구","","178775",
"은평구","집단가구","","57",
"은평구","외국인가구","","1866",
"은평구","주택-계","","142135",
"은평구","단독주택","","17678",
"은평구","아파트","","50677",
"은평구","연립주택","","6696",
"은평구","다세대주택","","65756",
"은평구","비거주용 건물내 주택","","1328",
"은평구","주택이외의 거처","","6075",
"서대문구","총인구","","320258",
"서대문구","남자","","151756",
"서대문구","여자","","168502",
"서대문구","내국인-계","","308419",
"서대문구","내국인-남자","","147301",
"서대문구","내국인-여자","","161118",
"서대문구","외국인-계","","11839",
"서대문구","외국인-남자","","4455",
"서대문구","외국인-여자","","7384",
"서대문구","가구-계","","130954",
"서대문구","일반가구","","126581",
"서대문구","집단가구","","94",
"서대문구","외국인가구","","4279",
"서대문구","주택-계","","92788",
"서대문구","단독주택","","14981",
"서대문구","아파트","","44866",
"서대문구","연립주택","","5727",
"서대문구","다세대주택","","26294",
"서대문구","비거주용 건물내 주택","","920",
"서대문구","주택이외의 거처","","4288",
"마포구","총인구","","375142",
"마포구","남자","","179193",
"마포구","여자","","195949",
"마포구","내국인-계","","363741",
"마포구","내국인-남자","","174215",
"마포구","내국인-여자","","189526",
"마포구","외국인-계","","11401",
"마포구","외국인-남자","","4978",
"마포구","외국인-여자","","6423",
"마포구","가구-계","","158474",
"마포구","일반가구","","153610",
"마포구","집단가구","","74",
"마포구","외국인가구","","4790",
"마포구","주택-계","","118456",
"마포구","단독주택","","13685",
"마포구","아파트","","65418",
"마포구","연립주택","","3604",
"마포구","다세대주택","","34232",
"마포구","비거주용 건물내 주택","","1517",
"마포구","주택이외의 거처","","10493",
"양천구","총인구","","460267",
"양천구","남자","","226927",
"양천구","여자","","233340",
"양천구","내국인-계","","454621",
"양천구","내국인-남자","","224290",
"양천구","내국인-여자","","230331",
"양천구","외국인-계","","5646",
"양천구","외국인-남자","","2637",
"양천구","외국인-여자","","3009",
"양천구","가구-계","","165412",
"양천구","일반가구","","163253",
"양천구","집단가구","","40",
"양천구","외국인가구","","2119",
"양천구","주택-계","","137651",
"양천구","단독주택","","9547",
"양천구","아파트","","85474",
"양천구","연립주택","","4531",
"양천구","다세대주택","","37225",
"양천구","비거주용 건물내 주택","","874",
"양천구","주택이외의 거처","","5681",
"강서구","총인구","","574287",
"강서구","남자","","279521",
"강서구","여자","","294766",
"강서구","내국인-계","","565968",
"강서구","내국인-남자","","275482",
"강서구","내국인-여자","","290486",
"강서구","외국인-계","","8319",
"강서구","외국인-남자","","4039",
"강서구","외국인-여자","","4280",
"강서구","가구-계","","225672",
"강서구","일반가구","","222652",
"강서구","집단가구","","59",
"강서구","외국인가구","","2961",
"강서구","주택-계","","184422",
"강서구","단독주택","","11310",
"강서구","아파트","","109403",
"강서구","연립주택","","5218",
"강서구","다세대주택","","57345",
"강서구","비거주용 건물내 주택","","1146",
"강서구","주택이외의 거처","","14356",
"구로구","총인구","","442165",
"구로구","남자","","221227",
"구로구","여자","","220938",
"구로구","내국인-계","","401635",
"구로구","내국인-남자","","199362",
"구로구","내국인-여자","","202273",
"구로구","외국인-계","","40530",
"구로구","외국인-남자","","21865",
"구로구","외국인-여자","","18665",
"구로구","가구-계","","171945",
"구로구","일반가구","","156671",
"구로구","집단가구","","63",
"구로구","외국인가구","","15211",
"구로구","주택-계","","120431",
"구로구","단독주택","","12311",
"구로구","아파트","","75180",
"구로구","연립주택","","7471",
"구로구","다세대주택","","24639",
"구로구","비거주용 건물내 주택","","830",
"구로구","주택이외의 거처","","11719",
"금천구","총인구","","247819",
"금천구","남자","","126271",
"금천구","여자","","121548",
"금천구","내국인-계","","222790",
"금천구","내국인-남자","","112892",
"금천구","내국인-여자","","109898",
"금천구","외국인-계","","25029",
"금천구","외국인-남자","","13379",
"금천구","외국인-여자","","11650",
"금천구","가구-계","","103691",
"금천구","일반가구","","93402",
"금천구","집단가구","","39",
"금천구","외국인가구","","10250",
"금천구","주택-계","","58938",
"금천구","단독주택","","9606",
"금천구","아파트","","27470",
"금천구","연립주택","","3949",
"금천구","다세대주택","","17412",
"금천구","비거주용 건물내 주택","","501",
"금천구","주택이외의 거처","","5065",
"영등포구","총인구","","398120",
"영등포구","남자","","199142",
"영등포구","여자","","198978",
"영등포구","내국인-계","","350363",
"영등포구","내국인-남자","","173997",
"영등포구","내국인-여자","","176366",
"영등포구","외국인-계","","47757",
"영등포구","외국인-남자","","25145",
"영등포구","외국인-여자","","22612",
"영등포구","가구-계","","161970",
"영등포구","일반가구","","146904",
"영등포구","집단가구","","88",
"영등포구","외국인가구","","14978",
"영등포구","주택-계","","97089",
"영등포구","단독주택","","16998",
"영등포구","아파트","","65390",
"영등포구","연립주택","","1500",
"영등포구","다세대주택","","12112",
"영등포구","비거주용 건물내 주택","","1089",
"영등포구","주택이외의 거처","","17535",
"동작구","총인구","","404076",
"동작구","남자","","197854",
"동작구","여자","","206222",
"동작구","내국인-계","","388664",
"동작구","내국인-남자","","190563",
"동작구","내국인-여자","","198101",
"동작구","외국인-계","","15412",
"동작구","외국인-남자","","7291",
"동작구","외국인-여자","","8121",
"동작구","가구-계","","165785",
"동작구","일반가구","","159770",
"동작구","집단가구","","76",
"동작구","외국인가구","","5939",
"동작구","주택-계","","111438",
"동작구","단독주택","","16283",
"동작구","아파트","","58232",
"동작구","연립주택","","5368",
"동작구","다세대주택","","30489",
"동작구","비거주용 건물내 주택","","1066",
"동작구","주택이외의 거처","","2563",
"관악구","총인구","","515648",
"관악구","남자","","259824",
"관악구","여자","","255824",
"관악구","내국인-계","","491182",
"관악구","내국인-남자","","248149",
"관악구","내국인-여자","","243033",
"관악구","외국인-계","","24466",
"관악구","외국인-남자","","11675",
"관악구","외국인-여자","","12791",
"관악구","가구-계","","241003",
"관악구","일반가구","","230570",
"관악구","집단가구","","120",
"관악구","외국인가구","","10313",
"관악구","주택-계","","123911",
"관악구","단독주택","","22636",
"관악구","아파트","","54551",
"관악구","연립주택","","6479",
"관악구","다세대주택","","38369",
"관악구","비거주용 건물내 주택","","1876",
"관악구","주택이외의 거처","","13676",
"서초구","총인구","","419682",
"서초구","남자","","201062",
"서초구","여자","","218620",
"서초구","내국인-계","","413015",
"서초구","내국인-남자","","197771",
"서초구","내국인-여자","","215244",
"서초구","외국인-계","","6667",
"서초구","외국인-남자","","3291",
"서초구","외국인-여자","","3376",
"서초구","가구-계","","157437",
"서초구","일반가구","","155051",
"서초구","집단가구","","55",
"서초구","외국인가구","","2331",
"서초구","주택-계","","129491",
"서초구","단독주택","","6696",
"서초구","아파트","","92424",
"서초구","연립주택","","5686",
"서초구","다세대주택","","23389",
"서초구","비거주용 건물내 주택","","1296",
"서초구","주택이외의 거처","","6328",
"강남구","총인구","","532469",
"강남구","남자","","254645",
"강남구","여자","","277824",
"강남구","내국인-계","","524484",
"강남구","내국인-남자","","250594",
"강남구","내국인-여자","","273890",
"강남구","외국인-계","","7985",
"강남구","외국인-남자","","4051",
"강남구","외국인-여자","","3934",
"강남구","가구-계","","212128",
"강남구","일반가구","","208904",
"강남구","집단가구","","70",
"강남구","외국인가구","","3154",
"강남구","주택-계","","176135",
"강남구","단독주택","","7470",
"강남구","아파트","","130924",
"강남구","연립주택","","6186",
"강남구","다세대주택","","29789",
"강남구","비거주용 건물내 주택","","1766",
"강남구","주택이외의 거처","","10975",
"송파구","총인구","","628212",
"송파구","남자","","305494",
"송파구","여자","","322718",
"송파구","내국인-계","","618466",
"송파구","내국인-남자","","300796",
"송파구","내국인-여자","","317670",
"송파구","외국인-계","","9746",
"송파구","외국인-남자","","4698",
"송파구","외국인-여자","","5048",
"송파구","가구-계","","234836",
"송파구","일반가구","","230801",
"송파구","집단가구","","61",
"송파구","외국인가구","","3974",
"송파구","주택-계","","191349",
"송파구","단독주택","","9875",
"송파구","아파트","","113627",
"송파구","연립주택","","4909",
"송파구","다세대주택","","61297",
"송파구","비거주용 건물내 주택","","1641",
"송파구","주택이외의 거처","","7672",
"강동구","총인구","","429416",
"강동구","남자","","212899",
"강동구","여자","","216517",
"강동구","내국인-계","","423523",
"강동구","내국인-남자","","210113",
"강동구","내국인-여자","","213410",
"강동구","외국인-계","","5893",
"강동구","외국인-남자","","2786",
"강동구","외국인-여자","","3107",
"강동구","가구-계","","162679",
"강동구","일반가구","","160021",
"강동구","집단가구","","54",
"강동구","외국인가구","","2604",
"강동구","주택-계","","116063",
"강동구","단독주택","","11035",
"강동구","아파트","","71613",
"강동구","연립주택","","3640",
"강동구","다세대주택","","28645",
"강동구","비거주용 건물내 주택","","1130",
"강동구","주택이외의 거처","","5805",
"부산광역시","총인구","","3440484",
"부산광역시","남자","","1694026",
"부산광역시","여자","","1746458",
"부산광역시","내국인-계","","3394316",
"부산광역시","내국인-남자","","1667106",
"부산광역시","내국인-여자","","1727210",
"부산광역시","외국인-계","","46168",
"부산광역시","외국인-남자","","26920",
"부산광역시","외국인-여자","","19248",
"부산광역시","가구-계","","1357230",
"부산광역시","일반가구","","1344170",
"부산광역시","집단가구","","622",
"부산광역시","외국인가구","","12438",
"부산광역시","주택-계","","1174034",
"부산광역시","단독주택","","220798",
"부산광역시","아파트","","750122",
"부산광역시","연립주택","","32073",
"부산광역시","다세대주택","","157476",
"부산광역시","비거주용 건물내 주택","","13565",
"부산광역시","주택이외의 거처","","57057",
"읍부","총인구","","137257",
"읍부","남자","","67692",
"읍부","여자","","69565",
"읍부","내국인-계","","135134",
"읍부","내국인-남자","","66171",
"읍부","내국인-여자","","68963",
"읍부","외국인-계","","2123",
"읍부","외국인-남자","","1521",
"읍부","외국인-여자","","602",
"읍부","가구-계","","50337",
"읍부","일반가구","","49829",
"읍부","집단가구","","38",
"읍부","외국인가구","","470",
"읍부","주택-계","","47377",
"읍부","단독주택","","5370",
"읍부","아파트","","36713",
"읍부","연립주택","","1382",
"읍부","다세대주택","","3473",
"읍부","비거주용 건물내 주택","","439",
"읍부","주택이외의 거처","","1591",
"면부","총인구","","16834",
"면부","남자","","8466",
"면부","여자","","8368",
"면부","내국인-계","","16558",
"면부","내국인-남자","","8284",
"면부","내국인-여자","","8274",
"면부","외국인-계","","276",
"면부","외국인-남자","","182",
"면부","외국인-여자","","94",
"면부","가구-계","","7025",
"면부","일반가구","","6948",
"면부","집단가구","","7",
"면부","외국인가구","","70",
"면부","주택-계","","6652",
"면부","단독주택","","2823",
"면부","아파트","","3402",
"면부","연립주택","","149",
"면부","다세대주택","","131",
"면부","비거주용 건물내 주택","","147",
"면부","주택이외의 거처","","243",
"동부","총인구","","3286393",
"동부","남자","","1617868",
"동부","여자","","1668525",
"동부","내국인-계","","3242624",
"동부","내국인-남자","","1592651",
"동부","내국인-여자","","1649973",
"동부","외국인-계","","43769",
"동부","외국인-남자","","25217",
"동부","외국인-여자","","18552",
"동부","가구-계","","1299868",
"동부","일반가구","","1287393",
"동부","집단가구","","577",
"동부","외국인가구","","11898",
"동부","주택-계","","1120005",
"동부","단독주택","","212605",
"동부","아파트","","710007",
"동부","연립주택","","30542",
"동부","다세대주택","","153872",
"동부","비거주용 건물내 주택","","12979",
"동부","주택이외의 거처","","55223",
"중구","총인구","","44514",
"중구","남자","","22055",
"중구","여자","","22459",
"중구","내국인-계","","42732",
"중구","내국인-남자","","20817",
"중구","내국인-여자","","21915",
"중구","외국인-계","","1782",
"중구","외국인-남자","","1238",
"중구","외국인-여자","","544",
"중구","가구-계","","20923",
"중구","일반가구","","20468",
"중구","집단가구","","20",
"중구","외국인가구","","435",
"중구","주택-계","","16590",
"중구","단독주택","","4737",
"중구","아파트","","5306",
"중구","연립주택","","699",
"중구","다세대주택","","5099",
"중구","비거주용 건물내 주택","","749",
"중구","주택이외의 거처","","1395",
"서구","총인구","","109916",
"서구","남자","","53943",
"서구","여자","","55973",
"서구","내국인-계","","108197",
"서구","내국인-남자","","52789",
"서구","내국인-여자","","55408",
"서구","외국인-계","","1719",
"서구","외국인-남자","","1154",
"서구","외국인-여자","","565",
"서구","가구-계","","46808",
"서구","일반가구","","46391",
"서구","집단가구","","41",
"서구","외국인가구","","376",
"서구","주택-계","","38965",
"서구","단독주택","","16450",
"서구","아파트","","14458",
"서구","연립주택","","1326",
"서구","다세대주택","","6150",
"서구","비거주용 건물내 주택","","581",
"서구","주택이외의 거처","","2111",
"동구","총인구","","87065",
"동구","남자","","42594",
"동구","여자","","44471",
"동구","내국인-계","","85290",
"동구","내국인-남자","","41810",
"동구","내국인-여자","","43480",
"동구","외국인-계","","1775",
"동구","외국인-남자","","784",
"동구","외국인-여자","","991",
"동구","가구-계","","37981",
"동구","일반가구","","37308",
"동구","집단가구","","24",
"동구","외국인가구","","649",
"동구","주택-계","","30089",
"동구","단독주택","","14930",
"동구","아파트","","9288",
"동구","연립주택","","1054",
"동구","다세대주택","","4264",
"동구","비거주용 건물내 주택","","553",
"동구","주택이외의 거처","","1913",
"영도구","총인구","","126638",
"영도구","남자","","63698",
"영도구","여자","","62940",
"영도구","내국인-계","","124869",
"영도구","내국인-남자","","62573",
"영도구","내국인-여자","","62296",
"영도구","외국인-계","","1769",
"영도구","외국인-남자","","1125",
"영도구","외국인-여자","","644",
"영도구","가구-계","","52345",
"영도구","일반가구","","51910",
"영도구","집단가구","","26",
"영도구","외국인가구","","409",
"영도구","주택-계","","46285",
"영도구","단독주택","","15422",
"영도구","아파트","","25441",
"영도구","연립주택","","1182",
"영도구","다세대주택","","3705",
"영도구","비거주용 건물내 주택","","535",
"영도구","주택이외의 거처","","945",
"부산진구","총인구","","370250",
"부산진구","남자","","179407",
"부산진구","여자","","190843",
"부산진구","내국인-계","","367813",
"부산진구","내국인-남자","","178448",
"부산진구","내국인-여자","","189365",
"부산진구","외국인-계","","2437",
"부산진구","외국인-남자","","959",
"부산진구","외국인-여자","","1478",
"부산진구","가구-계","","152729",
"부산진구","일반가구","","151910",
"부산진구","집단가구","","48",
"부산진구","외국인가구","","771",
"부산진구","주택-계","","131528",
"부산진구","단독주택","","27417",
"부산진구","아파트","","81825",
"부산진구","연립주택","","1758",
"부산진구","다세대주택","","19099",
"부산진구","비거주용 건물내 주택","","1429",
"부산진구","주택이외의 거처","","9160",
"동래구","총인구","","262054",
"동래구","남자","","128023",
"동래구","여자","","134031",
"동래구","내국인-계","","260967",
"동래구","내국인-남자","","127561",
"동래구","내국인-여자","","133406",
"동래구","외국인-계","","1087",
"동래구","외국인-남자","","462",
"동래구","외국인-여자","","625",
"동래구","가구-계","","100085",
"동래구","일반가구","","99683",
"동래구","집단가구","","32",
"동래구","외국인가구","","370",
"동래구","주택-계","","84217",
"동래구","단독주택","","14224",
"동래구","아파트","","53359",
"동래구","연립주택","","2922",
"동래구","다세대주택","","12387",
"동래구","비거주용 건물내 주택","","1325",
"동래구","주택이외의 거처","","4296",
"남구","총인구","","279802",
"남구","남자","","137636",
"남구","여자","","142166",
"남구","내국인-계","","275666",
"남구","내국인-남자","","135641",
"남구","내국인-여자","","140025",
"남구","외국인-계","","4136",
"남구","외국인-남자","","1995",
"남구","외국인-여자","","2141",
"남구","가구-계","","109652",
"남구","일반가구","","108478",
"남구","집단가구","","41",
"남구","외국인가구","","1133",
"남구","주택-계","","99806",
"남구","단독주택","","19975",
"남구","아파트","","54940",
"남구","연립주택","","3169",
"남구","다세대주택","","20699",
"남구","비거주용 건물내 주택","","1023",
"남구","주택이외의 거처","","2586",
"북구","총인구","","303445",
"북구","남자","","150453",
"북구","여자","","152992",
"북구","내국인-계","","301554",
"북구","내국인-남자","","149623",
"북구","내국인-여자","","151931",
"북구","외국인-계","","1891",
"북구","외국인-남자","","830",
"북구","외국인-여자","","1061",
"북구","가구-계","","114512",
"북구","일반가구","","114093",
"북구","집단가구","","32",
"북구","외국인가구","","387",
"북구","주택-계","","104343",
"북구","단독주택","","7972",
"북구","아파트","","83827",
"북구","연립주택","","2751",
"북구","다세대주택","","9103",
"북구","비거주용 건물내 주택","","690",
"북구","주택이외의 거처","","1604",
"해운대구","총인구","","408042",
"해운대구","남자","","198346",
"해운대구","여자","","209696",
"해운대구","내국인-계","","404100",
"해운대구","내국인-남자","","196283",
"해운대구","내국인-여자","","207817",
"해운대구","외국인-계","","3942",
"해운대구","외국인-남자","","2063",
"해운대구","외국인-여자","","1879",
"해운대구","가구-계","","155657",
"해운대구","일반가구","","154367",
"해운대구","집단가구","","42",
"해운대구","외국인가구","","1248",
"해운대구","주택-계","","139128",
"해운대구","단독주택","","12883",
"해운대구","아파트","","109098",
"해운대구","연립주택","","2572",
"해운대구","다세대주택","","13680",
"해운대구","비거주용 건물내 주택","","895",
"해운대구","주택이외의 거처","","11366",
"사하구","총인구","","331881",
"사하구","남자","","165601",
"사하구","여자","","166280",
"사하구","내국인-계","","326817",
"사하구","내국인-남자","","162358",
"사하구","내국인-여자","","164459",
"사하구","외국인-계","","5064",
"사하구","외국인-남자","","3243",
"사하구","외국인-여자","","1821",
"사하구","가구-계","","128475",
"사하구","일반가구","","127097",
"사하구","집단가구","","54",
"사하구","외국인가구","","1324",
"사하구","주택-계","","112348",
"사하구","단독주택","","18455",
"사하구","아파트","","76369",
"사하구","연립주택","","5249",
"사하구","다세대주택","","11246",
"사하구","비거주용 건물내 주택","","1029",
"사하구","주택이외의 거처","","3834",
"금정구","총인구","","247752",
"금정구","남자","","121321",
